date(float),date(yyyy-mm-dd),dN,dE,dU,sN,sE,sU
2021.49041,2021-06-28,-414.7890,407.9950,64.0520,0.8050,0.8240,3.4950
2021.49315,2021-06-29,-412.5690,406.0930,54.7780,0.8140,0.8310,3.5260
2021.49589,2021-06-30,-411.6730,408.8320,72.7030,0.8370,0.8600,3.6820
2021.49863,2021-07-01,-413.0300,407.6090,58.9200,0.8340,0.8350,3.6450
2021.50137,2021-07-02,-416.2870,409.3490,58.0530,0.8330,0.8280,3.6680
2021.50411,2021-07-03,-418.6080,409.6240,65.3860,0.8270,0.8880,3.7420
2021.50685,2021-07-04,-416.1840,407.1130,60.0220,0.8090,0.8310,3.4910
2021.50959,2021-07-05,-415.2760,408.0170,46.7220,0.8360,0.8690,3.7480
2021.51233,2021-07-06,-416.4820,409.0790,49.4740,0.8070,0.8410,3.5460
2021.51507,2021-07-07,-416.9230,407.6170,60.8260,0.8100,0.8290,3.5550
2021.51781,2021-07-08,-417.1740,405.6740,53.2130,0.8170,0.8310,3.6220
2021.52055,2021-07-09,-418.2700,410.2340,65.2990,0.8320,0.8890,3.6960
2021.52329,2021-07-10,-417.1090,409.0470,64.7190,0.8230,0.8640,3.6690
2021.52603,2021-07-11,-416.5500,409.5950,54.0710,0.8030,0.8320,3.4340
2021.52877,2021-07-12,-418.0120,408.8590,62.5580,0.8190,0.8370,3.5520
2021.53151,2021-07-13,-416.6010,410.3910,55.8480,0.8160,0.8430,3.5610
2021.53425,2021-07-14,-417.4710,408.6330,66.4940,0.8140,0.8570,3.5910
2021.53699,2021-07-15,-414.7370,409.4040,58.6660,0.8260,0.8700,3.5320
2021.53973,2021-07-16,-415.2730,410.5600,51.6670,0.8520,0.9170,3.6230
2021.54247,2021-07-17,-416.9000,413.5760,48.3450,0.8370,0.8800,3.6970
2021.54521,2021-07-18,-414.8430,412.8280,58.7410,0.8120,0.8360,3.4700
2021.54795,2021-07-19,-415.1510,412.9150,58.7810,0.8120,0.8410,3.5820
2021.55068,2021-07-20,-419.7640,413.5320,63.8750,0.8240,0.8490,3.5720
2021.55342,2021-07-21,-417.9120,408.4390,37.4890,0.8740,0.9080,3.9610
2021.55616,2021-07-22,-418.8820,418.5940,59.8240,0.8810,0.9230,3.8800
2021.55890,2021-07-23,-418.9170,419.6260,75.9990,0.8850,0.8950,3.8470
2021.56164,2021-07-24,-418.4530,414.3050,53.7610,0.8170,0.8180,3.5180
2021.56438,2021-07-25,-415.3640,413.8970,64.7990,0.8140,0.8270,3.5130
2021.56712,2021-07-26,-416.6690,415.2140,63.0340,0.8080,0.8350,3.5350
2021.56986,2021-07-27,-417.5120,414.3820,67.0680,0.8190,0.8500,3.6140
2021.57260,2021-07-28,-418.6400,415.7350,52.4990,0.8100,0.8240,3.5000
2021.57534,2021-07-29,-418.5060,414.2510,57.5290,0.8090,0.8370,3.5710
2021.57808,2021-07-30,-418.8900,416.5850,60.2510,0.8410,0.8420,3.6470
2021.58082,2021-07-31,-415.8900,413.4690,63.4000,0.8200,0.8330,3.5020
2021.58356,2021-08-01,-418.4750,412.6670,49.5990,0.8020,0.8000,3.4390
2021.58630,2021-08-02,-417.5300,414.6330,61.4740,0.8120,0.8250,3.5440
2021.58904,2021-08-03,-418.7220,412.6300,51.6810,0.8160,0.8110,3.5250
2021.59178,2021-08-04,-419.2360,415.8940,61.5750,0.8150,0.8310,3.4810
2021.59452,2021-08-05,-422.6910,410.4680,53.3460,0.8260,0.8450,3.6190
2021.59726,2021-08-06,-417.3970,412.2970,60.9340,0.8340,0.8550,3.6250
2021.60000,2021-08-07,-418.6500,413.9270,54.2370,0.8200,0.8260,3.5410
2021.60274,2021-08-08,-418.2710,412.7160,68.0720,0.8380,0.8590,3.6370
2021.60548,2021-08-09,-418.4550,413.1500,56.8990,0.8210,0.8040,3.4730
2021.60822,2021-08-10,-418.3890,415.8150,44.7810,0.8210,0.8280,3.5560
2021.61096,2021-08-11,-419.8860,414.0170,48.3790,0.8210,0.8270,3.5270
2021.61370,2021-08-12,-420.0920,412.9560,47.0980,0.8200,0.8130,3.5350
2021.61644,2021-08-13,-419.4930,412.6850,48.7140,0.8320,0.8240,3.5960
2021.61918,2021-08-14,-420.5610,413.0030,53.2290,0.8190,0.8240,3.4860
2021.62192,2021-08-15,-418.3190,411.1260,51.3290,0.8230,0.8120,3.4760
2021.62466,2021-08-16,-425.1230,414.8780,58.9010,0.8270,0.8380,3.5930
2021.62740,2021-08-17,-416.8390,414.1130,46.8850,0.8330,0.8540,3.6640
2021.63014,2021-08-18,-419.2950,411.9930,57.8570,0.8180,0.8180,3.4790
2021.63288,2021-08-19,-421.0200,411.9860,44.0790,0.8450,0.8630,3.6770
2021.63562,2021-08-20,-421.6210,414.3880,54.2420,0.8370,0.8360,3.5380
2021.63836,2021-08-21,-420.4730,414.4620,60.8470,0.8860,0.8720,3.9340
2021.64110,2021-08-22,-419.8210,410.9210,58.7670,0.8500,0.8450,3.7000
2021.64384,2021-08-23,-420.7090,414.0270,58.7030,0.8730,0.8540,3.7320
2021.64658,2021-08-24,-421.8810,416.4180,60.0350,0.8510,0.8590,3.7060
2021.64932,2021-08-25,-421.2560,418.9660,63.7290,0.8430,0.8740,3.8130
2021.65205,2021-08-26,-420.3600,413.2680,55.8120,0.8470,0.8590,3.6810
2021.65479,2021-08-27,-418.2450,412.7130,44.7480,0.8290,0.8370,3.5890
2021.65753,2021-08-28,-418.8370,412.4860,46.4980,0.8380,0.8740,3.6790
2021.66027,2021-08-29,-418.2900,411.5610,46.1250,0.8170,0.8360,3.5400
2021.66301,2021-08-30,-419.4970,414.3860,52.2110,0.8500,0.8700,3.7500
2021.66575,2021-08-31,-419.8850,416.5040,54.5860,0.8160,0.8330,3.5450
2021.66849,2021-09-01,-416.6710,410.6290,53.8460,0.8100,0.8240,3.4990
2021.67123,2021-09-02,-419.3530,414.1900,61.6420,0.8550,0.8680,3.8140
2021.67397,2021-09-03,-422.6670,415.6000,54.4780,0.8530,0.8620,3.7810
2021.67671,2021-09-04,-417.8140,411.7610,55.6730,0.8460,0.8830,3.7710
2021.67945,2021-09-05,-417.1180,414.7690,61.6230,0.8420,0.8690,3.6310
2021.68219,2021-09-06,-417.9330,413.6460,48.3350,0.8180,0.8360,3.6130
2021.68493,2021-09-07,-418.8820,414.0090,50.8540,0.8120,0.8320,3.5550
2021.68767,2021-09-08,-418.0870,416.3090,46.9890,0.8120,0.8420,3.5870
2021.69041,2021-09-09,-419.1380,415.1450,59.2020,0.8270,0.8620,3.7380
2021.69315,2021-09-10,-418.8250,416.2540,45.7600,0.8350,0.8710,3.7490
2021.69589,2021-09-11,-418.8710,414.7460,61.9700,0.8400,0.8630,3.7770
2021.69863,2021-09-12,-417.2650,416.5920,52.0510,0.8240,0.8390,3.5760
2021.70137,2021-09-13,-419.5670,416.3450,58.3190,0.8260,0.8470,3.6650
2021.70411,2021-09-14,-417.2390,415.1100,38.4420,0.8310,0.8450,3.6620
2021.70685,2021-09-15,-418.5140,415.5770,59.7170,0.8510,0.8730,3.8220
2021.70959,2021-09-16,-418.0730,417.6600,49.6770,0.8290,0.8590,3.7280
2021.71233,2021-09-17,-417.5880,411.4670,63.1980,0.8360,0.8500,3.6430
2021.71507,2021-09-18,-421.3010,413.9480,57.8660,0.8340,0.8430,3.6670
2021.71781,2021-09-19,-420.6550,416.3640,56.6110,0.8160,0.8390,3.5630
2021.72055,2021-09-20,-420.4660,415.1240,53.0030,0.8210,0.8350,3.6220
2021.72603,2021-09-22,-419.9310,419.1380,64.8190,0.8220,0.8510,3.6670
2021.72877,2021-09-23,-418.1390,417.2610,53.4400,0.8280,0.8500,3.5880
2021.73151,2021-09-24,-420.0050,411.8610,39.3040,0.8960,0.8970,3.9700
2021.73425,2021-09-25,-419.5270,415.5340,53.5980,0.8200,0.8620,3.6230
2021.73699,2021-09-26,-418.7240,415.4290,62.0830,0.8350,0.8640,3.7620
2021.73973,2021-09-27,-420.2570,418.5190,46.5970,0.8410,0.8640,3.7720
2021.74247,2021-09-28,-418.7750,414.5180,48.7650,0.8170,0.8450,3.5640
2021.74521,2021-09-29,-420.3500,417.5920,59.8860,0.8220,0.8430,3.5950
2021.74795,2021-09-30,-421.6650,415.9300,55.3440,0.8480,0.8560,3.7360
2021.75068,2021-10-01,-417.4270,416.9700,47.9260,0.8410,0.8530,3.6580
2021.75342,2021-10-02,-419.9230,418.6980,59.1050,0.8580,0.8550,3.7160
2021.75616,2021-10-03,-420.0780,415.8370,63.2710,0.8700,0.8840,3.8980
2021.75890,2021-10-04,-421.1780,412.7780,69.2090,0.8670,0.8830,3.9400
2021.76164,2021-10-05,-417.8260,410.2800,57.1570,0.8590,0.8870,3.9300
2021.76438,2021-10-06,-417.0610,418.2120,49.4160,0.8480,0.8750,3.7270
2021.76712,2021-10-07,-422.3050,421.0840,55.1250,0.8350,0.8710,3.7300
2021.76986,2021-10-08,-416.4260,414.8990,50.8630,0.8600,0.9010,3.8730
2021.77260,2021-10-09,-420.3360,416.5940,55.2140,0.8400,0.8730,3.7160
2021.77534,2021-10-10,-422.4670,414.1680,70.9070,0.9020,0.9420,4.1820
2021.77808,2021-10-11,-420.4900,420.5460,55.1070,0.8740,0.9170,3.8730
2021.78356,2021-10-13,-419.4460,419.8450,62.2200,0.8830,0.8710,3.7980
2021.78630,2021-10-14,-422.6230,417.8450,47.6850,0.8610,0.8900,3.8220
2021.78904,2021-10-15,-423.0950,415.5940,50.4300,0.8180,0.8520,3.6350
2021.79178,2021-10-16,-422.6450,418.5310,55.6260,0.8350,0.8590,3.6820
2021.79452,2021-10-17,-421.2460,418.5560,52.1370,0.8080,0.8360,3.5140
2021.79726,2021-10-18,-426.4410,421.0800,56.6480,0.8000,0.8170,3.4520
2021.80000,2021-10-19,-420.4190,419.1980,50.6250,0.7930,0.8160,3.4040
2021.80274,2021-10-20,-422.4030,420.5720,50.7010,0.8330,0.8230,3.5760
2021.80548,2021-10-21,-422.8190,419.9410,53.6280,0.8490,0.8340,3.6290
2021.80822,2021-10-22,-425.5740,419.6540,57.7300,0.8290,0.8490,3.5620
2021.81096,2021-10-23,-422.9580,419.8170,53.6310,0.7990,0.8190,3.4340
2021.81370,2021-10-24,-423.5320,421.7590,51.1770,0.8250,0.8590,3.5820
2021.81644,2021-10-25,-425.6120,421.4880,56.3680,0.8050,0.8340,3.4480
2021.81918,2021-10-26,-423.6560,422.0370,56.6550,0.8330,0.8420,3.5550
2021.82192,2021-10-27,-424.7940,419.8380,50.0940,0.8260,0.8660,3.6110
2021.82466,2021-10-28,-424.0990,420.5440,52.2630,0.8200,0.8550,3.5580
2021.82740,2021-10-29,-425.4070,420.7290,48.4640,0.8870,0.9270,3.8380
2021.83014,2021-10-30,-423.5410,419.4620,45.9200,0.8120,0.8450,3.5110
2021.83288,2021-10-31,-425.5380,420.3620,59.2490,0.8460,0.8640,3.6140
2021.83562,2021-11-01,-424.4390,421.8770,51.0310,0.9000,0.9240,3.8500
2021.83836,2021-11-02,-423.4430,419.3490,48.6420,0.8180,0.8460,3.5110
2021.84110,2021-11-03,-424.4140,418.2870,52.7110,0.8280,0.8440,3.5660
2021.84384,2021-11-04,-423.1650,421.0350,60.6070,0.8130,0.8550,3.5650
2021.84658,2021-11-05,-425.9430,422.8150,56.7340,0.8280,0.8500,3.5910
2021.84932,2021-11-06,-421.1830,420.3280,60.2570,0.8460,0.8670,3.6950
2021.85205,2021-11-07,-423.5470,423.9470,57.2840,0.8400,0.8540,3.6490
2021.85479,2021-11-08,-424.4000,421.5200,66.9770,0.8400,0.8480,3.6140
2021.85753,2021-11-09,-423.8750,422.8680,63.3660,0.8060,0.8220,3.4890
2021.86027,2021-11-10,-423.4000,420.7930,55.5970,0.7970,0.8280,3.4320
2021.86301,2021-11-11,-423.1060,422.5340,55.8860,0.8130,0.8270,3.4810
2021.86575,2021-11-12,-424.8980,420.7520,52.1800,0.8280,0.8740,3.5520
2021.86849,2021-11-13,-424.9080,420.6360,54.5940,0.8750,0.8870,3.6600
2021.87123,2021-11-14,-426.6870,419.6020,50.4370,0.8540,0.8930,3.6650
2021.87397,2021-11-15,-423.5530,420.1270,56.6230,0.8140,0.8470,3.5220
2021.87671,2021-11-16,-421.8640,420.4920,54.3460,0.8050,0.8310,3.4540
2021.87945,2021-11-17,-420.8850,419.7800,54.2480,0.8030,0.8240,3.4820
2021.88219,2021-11-18,-426.2610,421.0750,61.6420,0.8250,0.8570,3.5770
2021.88493,2021-11-19,-423.5490,424.3230,63.3450,0.8150,0.8370,3.5560
2021.88767,2021-11-20,-423.1200,420.1610,57.8130,0.8030,0.8390,3.4700
2021.89041,2021-11-21,-422.0250,420.5630,57.0430,0.8000,0.8310,3.4800
2021.89315,2021-11-22,-421.5970,425.0840,64.7930,0.8080,0.8260,3.4710
2021.89589,2021-11-23,-425.2150,421.0990,60.3350,0.8010,0.8210,3.4420
2021.89863,2021-11-24,-424.3200,422.6740,55.7020,0.8100,0.8360,3.4910
2021.90137,2021-11-25,-424.1720,421.0480,53.5480,0.8230,0.8370,3.5700
2021.90411,2021-11-26,-422.6820,421.8210,50.7560,0.8040,0.8380,3.4950
2021.90685,2021-11-27,-423.6800,418.8530,51.6860,0.8080,0.8440,3.5600
2021.90959,2021-11-28,-424.5020,418.2640,51.6140,0.8220,0.8470,3.5950
2021.91233,2021-11-29,-421.2320,420.3450,52.8540,0.8090,0.8240,3.4900
2021.91507,2021-11-30,-422.5810,421.5960,50.8120,0.8130,0.8460,3.5510
2021.91781,2021-12-01,-424.1640,418.7420,56.0580,0.7920,0.8080,3.3690
2021.92055,2021-12-02,-423.4630,419.5810,62.5660,0.7990,0.8290,3.4390
2021.92329,2021-12-03,-425.1960,422.8280,52.2440,0.8070,0.8600,3.5760
2021.92603,2021-12-04,-423.4710,419.8350,61.5850,0.8090,0.8480,3.5370
2021.92877,2021-12-05,-420.2550,419.3000,53.5940,0.8180,0.8430,3.5680
2021.93151,2021-12-06,-422.2710,419.8020,51.8750,0.8060,0.8440,3.5270
2021.93425,2021-12-07,-423.5010,421.2620,55.3490,0.8160,0.8650,3.5910
2021.93699,2021-12-08,-424.8520,421.0020,51.6340,0.8210,0.8630,3.5970
2021.93973,2021-12-09,-424.7050,421.3290,52.6240,0.8190,0.8700,3.5720
2021.94247,2021-12-10,-425.8360,424.4820,51.4780,0.8540,0.8850,3.6600
2021.94521,2021-12-11,-422.9620,421.1600,60.6600,0.8050,0.8400,3.5270
2021.94795,2021-12-12,-423.6540,422.4490,61.4490,0.8040,0.8540,3.5570
2021.95068,2021-12-13,-423.6000,422.2950,49.0800,0.8050,0.8490,3.5380
2021.95342,2021-12-14,-422.5030,423.6940,54.2620,0.8050,0.8520,3.5070
2021.95616,2021-12-15,-423.9510,422.2090,57.6400,0.8360,0.8610,3.6770
2021.95890,2021-12-16,-422.9130,421.6080,54.4710,0.8400,0.8580,3.6580
2021.96164,2021-12-17,-422.9380,423.7910,53.6610,0.8360,0.8460,3.6130
2021.96438,2021-12-18,-423.0110,424.3700,63.5830,0.8340,0.8510,3.6180
2021.96712,2021-12-19,-424.4290,426.9590,53.7290,0.8300,0.8480,3.6090
2021.96986,2021-12-20,-421.9040,424.9860,61.8320,0.8340,0.8620,3.6310
2021.97260,2021-12-21,-422.5110,424.4360,57.0360,0.8510,0.8690,3.7180
2021.97534,2021-12-22,-422.3340,426.1740,61.7070,0.8340,0.8380,3.5940
2021.97808,2021-12-23,-424.0410,427.3230,52.4270,0.8430,0.8500,3.6130
2021.98082,2021-12-24,-421.2090,424.7640,59.6830,0.8490,0.8650,3.6950
2021.98356,2021-12-25,-424.8310,424.6570,64.7860,0.8450,0.8660,3.6890
2021.98630,2021-12-26,-421.1260,427.6600,60.1540,0.8440,0.8600,3.6490
2021.98904,2021-12-27,-422.7170,425.3610,54.0550,0.8310,0.8370,3.5590
2021.99178,2021-12-28,-423.3850,424.8050,58.0970,0.8100,0.8500,3.5410
2021.99452,2021-12-29,-423.0770,423.0640,59.8860,0.8160,0.8520,3.5280
2021.99726,2021-12-30,-423.7140,424.7210,58.4220,0.8060,0.8420,3.4550
2022.00000,2021-12-31,-423.8150,423.3720,65.9560,0.8030,0.8490,3.4840
2022.00274,2022-01-01,-424.5950,424.3750,62.5900,0.8490,0.8850,3.6900
2022.00822,2022-01-03,-422.8980,427.2640,58.9710,0.8300,0.8550,3.5660
2022.01096,2022-01-04,-420.7230,424.9440,56.7360,0.8070,0.8510,3.5100
2022.01370,2022-01-05,-424.0920,426.8640,57.2160,0.8130,0.8420,3.5160
2022.01644,2022-01-06,-423.6750,424.3640,53.3160,0.8290,0.8750,3.6330
2022.01918,2022-01-07,-423.0080,423.4360,51.9770,0.8170,0.8620,3.5590
2022.02192,2022-01-08,-425.2130,423.0280,55.3330,0.8110,0.8490,3.4960
2022.02466,2022-01-09,-422.3640,423.4710,57.6120,0.8510,0.9040,3.6570
2022.02740,2022-01-10,-423.8850,425.1420,59.6130,0.8220,0.8580,3.5160
2022.03014,2022-01-11,-425.9280,424.6750,61.3280,0.8170,0.8680,3.5450
2022.03288,2022-01-12,-426.9600,422.8680,61.7050,0.8080,0.8510,3.4670
2022.03562,2022-01-13,-427.2890,423.2050,56.9870,0.8080,0.8440,3.4780
2022.03836,2022-01-14,-426.8080,430.3620,71.6210,0.8180,0.8670,3.5300
2022.04110,2022-01-15,-426.6060,424.7450,53.4810,0.8650,0.9100,3.6360
2022.04384,2022-01-16,-424.5240,425.8560,51.8250,0.8050,0.8490,3.4510
2022.04658,2022-01-17,-425.2960,424.7140,51.5040,0.8140,0.8600,3.5270
2022.04932,2022-01-18,-423.6590,426.0370,53.7970,0.8210,0.8610,3.5930
2022.05205,2022-01-19,-423.9060,424.6360,49.5620,0.8210,0.8630,3.5670
2022.05479,2022-01-20,-427.3060,423.1720,50.1730,0.8110,0.8510,3.4790
2022.05753,2022-01-21,-426.0020,423.5710,57.3700,0.8110,0.8570,3.5020
2022.06027,2022-01-22,-422.4230,424.2300,51.8960,1.1840,1.3020,5.0280
2022.06301,2022-01-23,-422.8390,423.8300,57.7460,1.0160,1.0430,4.4460
2022.06575,2022-01-24,-421.3100,423.5930,58.8450,0.8110,0.8590,3.5130
2022.06849,2022-01-25,-423.5820,424.3490,55.9000,0.8090,0.8560,3.5010
2022.07123,2022-01-26,-424.6130,426.2430,62.9520,0.8110,0.8670,3.5720
2022.07397,2022-01-27,-425.0700,424.4820,59.9940,0.7970,0.8560,3.5300
2022.07671,2022-01-28,-423.2690,425.2030,59.2250,0.8040,0.8550,3.5270
2022.07945,2022-01-29,-426.3310,427.9690,50.0900,0.7960,0.8640,3.5040
2022.08219,2022-01-30,-425.7400,428.2680,49.3120,0.7970,0.8510,3.4710
2022.08493,2022-01-31,-423.4260,427.0380,50.4840,0.7940,0.8520,3.4520
2022.08767,2022-02-01,-423.5290,423.4410,54.1640,0.7980,0.8520,3.4980
2022.09041,2022-02-02,-422.2500,423.3400,58.8460,0.7970,0.8660,3.5230
2022.09315,2022-02-03,-428.3710,428.9280,43.4360,0.8040,0.8500,3.5170
2022.09589,2022-02-04,-426.1940,429.5590,50.7550,0.7940,0.8530,3.4740
2022.09863,2022-02-05,-427.5090,425.5650,54.8150,0.7900,0.8540,3.4370
2022.10137,2022-02-06,-424.3580,424.4500,48.8500,0.8140,0.8670,3.5950
2022.10411,2022-02-07,-423.8010,427.0950,56.3390,0.8280,0.8880,3.6850
2022.10685,2022-02-08,-428.1510,428.4040,57.0080,0.8320,0.8650,3.6400
2022.10959,2022-02-09,-427.3500,427.5750,63.8220,0.8280,0.8650,3.6510
2022.11233,2022-02-10,-426.7590,425.7020,54.9160,0.7810,0.8400,3.4250
2022.11507,2022-02-11,-427.4570,424.8750,50.8190,0.8000,0.8580,3.5150
2022.11781,2022-02-12,-424.3380,422.8470,44.8600,0.8060,0.8620,3.6150
2022.12055,2022-02-13,-424.9870,424.9500,39.0490,0.8020,0.8740,3.5760
2022.12329,2022-02-14,-423.4290,427.2110,52.0920,0.7980,0.8530,3.4960
2022.12603,2022-02-15,-422.3200,423.7810,46.8220,0.8260,0.8520,3.5850
2022.12877,2022-02-16,-421.7470,423.5380,49.2990,0.7880,0.8470,3.4890
2022.13151,2022-02-17,-424.9640,425.7780,48.4140,0.7980,0.8450,3.4800
2022.13425,2022-02-18,-424.9020,425.9180,54.7300,0.7840,0.8400,3.4150
2022.13699,2022-02-19,-424.6880,427.9050,50.2720,0.7960,0.8530,3.4930
2022.13973,2022-02-20,-426.3140,426.9880,48.2620,0.7940,0.8420,3.4870
2022.14247,2022-02-21,-425.6240,427.0550,50.1870,0.7880,0.8330,3.4200
2022.14521,2022-02-22,-425.4580,427.0490,49.9900,0.7830,0.8390,3.4270
2022.14795,2022-02-23,-426.1020,428.6430,56.4530,0.7950,0.8530,3.5310
2022.15068,2022-02-24,-426.0300,428.3150,55.3730,0.8140,0.8830,3.6300
2022.15342,2022-02-25,-423.5630,427.2230,46.6330,0.8190,0.8890,3.6730
2022.15616,2022-02-26,-423.6560,426.7880,50.1950,0.8520,0.9130,3.7750
2022.15890,2022-02-27,-427.8360,425.3600,52.4700,0.8190,0.8520,3.5360
2022.16164,2022-02-28,-422.8610,425.5020,56.0440,0.7940,0.8410,3.5020
2022.16438,2022-03-01,-424.0280,430.2810,51.5160,0.8160,0.8940,3.6540
2022.16712,2022-03-02,-424.1090,427.8560,58.6740,0.8130,0.8760,3.6210
2022.16986,2022-03-03,-423.1640,428.7390,56.4290,0.8090,0.8590,3.5880
2022.17260,2022-03-04,-428.6910,428.9240,52.8450,0.7910,0.8490,3.4680
2022.17534,2022-03-05,-425.6560,430.2540,56.5900,0.8020,0.8460,3.5560
2022.17808,2022-03-06,-424.8760,429.6090,44.8670,0.7880,0.8520,3.4680
2022.18082,2022-03-07,-425.8990,428.9000,46.4860,0.7950,0.8560,3.5310
2022.18356,2022-03-08,-424.7870,430.2740,50.1140,0.7870,0.8340,3.4670
2022.18630,2022-03-09,-424.3930,428.7950,47.9160,0.7950,0.8480,3.5020
2022.18904,2022-03-10,-423.9420,428.7220,54.4690,0.8100,0.8750,3.5670
2022.19178,2022-03-11,-420.7720,428.5590,50.5250,0.8140,0.8760,3.5810
2022.19452,2022-03-12,-424.9930,430.3870,54.1510,0.7890,0.8540,3.5020
2022.19726,2022-03-13,-423.9310,429.3410,56.4070,0.8430,0.9050,3.7640
2022.20000,2022-03-14,-424.7970,432.0750,49.9820,0.8110,0.8600,3.5940
2022.20274,2022-03-15,-425.6160,430.1560,51.0870,0.8040,0.8560,3.5330
2022.20548,2022-03-16,-424.2930,429.7520,54.3690,0.7940,0.8440,3.4670
2022.20822,2022-03-17,-425.3560,428.2190,58.4670,0.8290,0.9030,3.7750
2022.21096,2022-03-18,-420.9120,429.1560,59.8000,0.8280,0.9080,3.6550
2022.21370,2022-03-19,-423.9180,432.4770,45.4720,0.8350,0.8710,3.6600
2022.21644,2022-03-20,-425.8580,431.4690,55.0900,0.8400,0.8970,3.7340
2022.21918,2022-03-21,-422.1720,433.9350,38.7960,0.8240,0.8780,3.7090
2022.22192,2022-03-22,-424.4430,428.7310,64.6410,0.8000,0.8700,3.6080
2022.22466,2022-03-23,-423.1140,429.5120,60.4080,0.8030,0.8720,3.5730
2022.22740,2022-03-24,-423.2800,431.1380,57.4820,0.8000,0.8790,3.5400
2022.23014,2022-03-25,-422.4100,430.7750,65.5070,0.8200,0.8910,3.5930
2022.23288,2022-03-26,-424.6480,430.1500,60.7700,0.8070,0.8500,3.5730
2022.23562,2022-03-27,-423.5760,432.5650,54.1040,0.7920,0.8540,3.4910
2022.23836,2022-03-28,-424.2550,428.0350,48.9050,0.8370,0.8520,3.6180
2022.24110,2022-03-29,-423.1240,432.5520,58.9110,0.8240,0.8820,3.5610
2022.24384,2022-03-30,-422.7880,431.5730,49.6150,0.8160,0.8640,3.5270
2022.24658,2022-03-31,-422.5560,430.8040,55.1000,0.7970,0.8670,3.5390
2022.24932,2022-04-01,-422.6430,426.9980,55.9130,0.7850,0.8500,3.4470
2022.25205,2022-04-02,-423.6460,431.0640,52.6030,0.7920,0.8490,3.5010
2022.25479,2022-04-03,-422.9200,430.5720,48.8280,0.8130,0.8770,3.5550
2022.25753,2022-04-04,-422.6990,432.0360,46.5740,0.7850,0.8380,3.4400
2022.26027,2022-04-05,-424.7690,430.0690,53.6980,0.8000,0.8740,3.5960
2022.26301,2022-04-06,-425.0780,432.6900,51.6690,0.7990,0.8530,3.5080
2022.26575,2022-04-07,-425.6970,433.3810,54.3430,0.8060,0.8560,3.5700
2022.26849,2022-04-08,-423.9560,432.7650,60.0340,0.8180,0.8610,3.6130
2022.27123,2022-04-09,-423.1120,433.8910,51.7730,0.8050,0.8620,3.5490
2022.27397,2022-04-10,-423.0620,432.9210,51.7480,0.7970,0.8630,3.5330
2022.27671,2022-04-11,-424.6100,432.6550,58.5900,0.8280,0.8590,3.6330
2022.27945,2022-04-12,-421.5020,433.7040,65.0550,0.8250,0.8840,3.7020
2022.28219,2022-04-13,-424.4900,432.7880,50.7850,0.8140,0.8710,3.6750
2022.28493,2022-04-14,-422.3040,431.8800,54.3330,0.7890,0.8530,3.4870
2022.28767,2022-04-15,-424.3370,431.3060,46.6190,0.8210,0.9170,3.7350
2022.29041,2022-04-16,-423.8640,432.3500,58.5650,0.8200,0.8960,3.6080
2022.29315,2022-04-17,-422.3200,433.0080,55.8030,0.7970,0.8500,3.5170
2022.29589,2022-04-18,-422.6650,431.8170,58.5990,0.7850,0.8500,3.4260
2022.29863,2022-04-19,-423.8120,432.9160,58.1890,0.8350,0.8710,3.5550
2022.30137,2022-04-20,-424.0190,432.8520,59.6860,0.8470,0.9280,3.7460
2022.30411,2022-04-21,-425.6520,431.2200,57.8910,0.8070,0.8830,3.6100
2022.30685,2022-04-22,-422.1020,432.6860,56.9400,0.8420,0.9240,3.7520
2022.30959,2022-04-23,-423.0100,431.1940,63.2510,0.8360,0.9000,3.7930
2022.31233,2022-04-24,-421.9920,432.3620,52.2680,0.8290,0.8710,3.6340
2022.31507,2022-04-25,-423.0320,432.0990,64.5310,0.8460,0.9350,3.9290
2022.31781,2022-04-26,-421.0910,434.1070,61.7370,0.8450,0.8850,3.7460
2022.32055,2022-04-27,-425.8160,430.6930,49.0410,0.8530,0.9200,3.7890
2022.32329,2022-04-28,-429.2130,430.7920,63.4950,0.8710,0.9400,3.8330
2022.32603,2022-04-29,-422.0140,430.6890,52.5170,0.8320,0.8730,3.6610
2022.32877,2022-04-30,-421.1870,432.7610,52.0770,0.7980,0.8510,3.4780
2022.33151,2022-05-01,-424.4710,431.5680,51.3250,0.7890,0.8450,3.4490
2022.33425,2022-05-02,-423.1970,432.8490,52.0470,0.7970,0.8740,3.4620
2022.33699,2022-05-03,-424.3930,434.0370,54.1310,0.8370,0.8930,3.6860
2022.33973,2022-05-04,-423.8910,434.2810,55.4510,0.8380,0.8900,3.6310
2022.34247,2022-05-05,-423.9610,431.4830,55.6400,0.8050,0.8550,3.5560
2022.34521,2022-05-06,-421.5240,436.2750,53.8510,0.7890,0.8400,3.4390
2022.34795,2022-05-07,-424.1520,434.6970,54.2730,0.7950,0.8540,3.5080
2022.35068,2022-05-08,-426.0740,434.8280,45.0400,0.7960,0.8610,3.4800
2022.35342,2022-05-09,-425.4140,432.8590,62.2810,0.8170,0.8640,3.5820
2022.35616,2022-05-10,-422.9450,434.5780,61.5330,0.8000,0.8560,3.5430
2022.35890,2022-05-11,-419.6680,434.6500,51.3790,0.8030,0.8470,3.5380
2022.36164,2022-05-12,-422.9930,436.5650,60.1050,0.7960,0.8550,3.5120
2022.36438,2022-05-13,-422.1180,436.0670,51.5980,0.7910,0.8500,3.4900
